,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Security,GICS Sector,GICS Sub-Industry,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
ANTM,0.13884604576504989,0.5280918727181644,0.26292024728649854,VNT,0.02864563480212436,Anthem,Health Care,Managed Health Care,ANTM,SBAC,DLR,CLX,COG,AMT,PRGO,INCY,NOC,JKHY,0.03810932613119705,0.26699605749581834,0.008307352087918529,0.05985822575704554,0.0037610229754501097,0.24528248212799467,0.06136013081144999,0.04538459089326938,0.02165758591095207,0.24772306055756357,0.2581132998262508,0.048552249052105284,0.07941618726510118,0.279968307170017,0.1450510846071132,0.1640011744879985,0.034188328608709295,0.3677121236990867,0.03450373265247499,0.03437783801919789,0.03000016007051381,0.022460301935171456,0.07647508306622036,0.09123017285351372
AON,0.016217306962986757,0.38613211275001125,0.041999373860640614,CARR,0.022577953507367885,Aon plc,Financials,Insurance Brokers,AON,SBAC,DXCM,SJM,JKHY,NLOK,BIIB,CPB,HRL,NEM,0.0822349986382242,0.23592266152904784,0.12243948705776266,0.0032344942726567623,0.028216528263404102,0.12704798028612052,0.10561287658369882,0.21224547135092442,0.01610976399604571,0.0901027572965617,0.23296255450061248,0.062028086392212814,0.18220659828062308,0.2855834080389237,0.05829954107133754,0.026395171578688054,0.2475440417552003,0.10825005429196474,0.08463925274701402,0.1991604699752715,0.024898039765382192,0.027617310357039706,0.0033805207261915857,0.2198155977319106
AOS,0.20140682442972566,0.3690226917284658,0.5457843892644,NEM,0.06089880755737244,A.O. Smith Corp,Industrials,Building Products,AOS,FLIR,HPE,EIX,BA,AEP,CINF,CTXS,ETR,MTB,0.027175182239705376,0.30508505337280023,0.23068816581016544,0.10667467077970909,0.03688188421563874,0.022771038634464898,0.006064899378535898,0.2408607226908523,0.05056155308647991,0.23864433328939946,0.004498005839780971,0.06235472627497335,0.035561162207237824,0.3423359645814532,0.29291020715947574,0.2868708573275528,0.0367457328903736,0.007846097115243684,0.0010936388228358906,0.10583656193830185,0.04443687068029318,0.10894056413377522,0.025487632797622953,0.08983183713452514
APA,-0.17974631293010193,1.303711495980414,-0.1378727682346082,CPB,-0.15489595729664382,Apache Corporation,Energy,Oil & Gas Exploration & Production,APA,ALGN,XEL,TWTR,BBY,SHW,NKE,BLK,UNH,ORCL,0.12515417353942712,0.3409277929992648,0.0012033891487974015,0.008169852530394187,0.27640059215676854,0.09687029483599578,0.05278712511328743,0.07065237688362919,0.19616455613794623,0.008923810652551305,0.09020328606624146,0.19862471647438837,0.26644443330603895,0.422402672803471,0.005149598881088353,0.22017580102790502,0.029820499719678182,0.20417158815065067,0.014915391806815502,0.04503392182331189,0.19942716479606537,0.20027062091652356,0.0802823494164188,0.0007530634615424874
AAPL,0.5683081054872618,0.45220747830974894,1.2567419442320398,VNT,-0.07679084561391279,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",AAPL,CSCO,RCL,HES,AIG,PPL,DXC,AFL,ALLE,ALK,0.019344756742232908,0.41655866870060476,0.15686803969813293,0.20794031485991085,0.036776103081567306,0.057007472071978926,0.010502672426694788,0.146444873899276,0.020415629569021942,0.13621777358360126,0.18120002157795242,0.04662709923186354,0.0832873151963559,0.45315594317255,0.3279138621898025,0.05692949995988238,0.025507398156133853,0.07135828841773831,0.013505971737610416,0.09892296183204016,0.06787222399733027,0.040834570697408576,0.14195797723269316,0.15519724577936037
AMAT,0.5084961667101676,0.5813956230936069,0.8746129941681686,VNT,0.1482408735517366,Applied Materials Inc.,Information Technology,Semiconductor Equipment,AMAT,LMT,WBA,T,VNO,JKHY,K,HFC,SBAC,BSX,-0.04250740090433455,0.2872022316848506,0.007795497853769041,0.15620374669471132,0.04661158831012534,0.25408961109689576,0.00016020226106452552,0.06825142017385702,0.284990194237977,0.0037960199808162423,0.11537354454761553,0.06272817484316823,0.07902066084285922,0.3687818002298481,0.3328569954144885,0.09771561869526915,0.07422297787003791,0.027212681814151294,0.006459382123405403,0.024062848661996813,0.10827604454094142,0.03408983799664801,0.15604871868276368,0.13905489420029782
APTV,0.3879004495601504,0.7221598810882358,0.5371392952148162,SJM,-0.018630228271119178,Aptiv PLC,Consumer Discretionary,Auto Parts & Equipment,APTV,DLR,KR,CBOE,EQR,WBA,CPB,HFC,INCY,NI,0.004773223828583156,0.24515804747144465,0.029363243949416834,0.030448444716381577,0.27732323460065533,0.10843035069910838,0.0685540976873667,0.06328064790489459,0.30157168549910635,0.03318312196035373,0.053715866179482354,0.03412930680323408,0.10177347273127386,0.32052206608405315,0.2747996773827463,0.2769243259009362,0.2688552904101823,0.03199928774728536,0.007338043451677758,0.02249145802199671,0.020470577896172036,0.025573688035709325,0.0245533701958205,0.046994280957473544
ADM,0.1617466926975988,0.388058562659943,0.41681000823408704,NEM,0.2043137089517111,Archer-Daniels-Midland Co,Consumer Staples,Agricultural Products,ADM,T,KMI,XOM,ED,BXP,ESS,REGN,UDR,VLO,0.010900444939514461,0.30229246816707167,0.1844292086335535,0.16459030529837815,0.0655047111525782,0.001249193206484193,0.20175844547797708,0.01368947342632589,0.08439689728949529,0.2663784943316693,0.017922805488674875,8.046569486348692e-05,0.03192117574746922,0.32334304900145067,0.253802448657465,0.0100211790771562,0.01638370848348166,0.0673472734313452,0.09676443882018161,0.04057832404167721,0.11721385346026744,0.3093040477641876,0.04754329116418751,0.04104143510005078
ANET,0.45332756120396817,0.47225436979803204,0.9599224278175377,VNT,0.06566390319086114,Arista Networks,Information Technology,Communications Equipment,ANET,UAL,COG,XOM,K,FTI,NOV,LMT,AEP,IFF,-0.048652110409872495,0.30143261539913163,0.041708194110527945,0.008223336387048278,0.029485698212176243,0.06419586921956426,0.30526376526175997,0.05086995970446331,0.009008891670285159,0.11690621581121047,0.3017204267645907,0.07261764285837352,0.072348394554253,0.3495392405525315,0.2921288075173576,0.010443224113553766,0.2743192604334673,0.0010742999372681434,0.0016329699842191456,0.012042936438333615,0.008001375867497164,0.17747236520584928,0.04563336105087352,0.1772513994515804
AJG,0.20382418103617947,0.39381839721024203,0.5175588100506306,KR,0.08508866375049057,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,AJG,BXP,OXY,INCY,VLO,PSX,NOV,FTI,KMI,BDX,-0.029565363344835418,0.36882613693395394,0.17393083295490072,0.13579802345215625,0.02858947460851345,0.22104028604867845,0.018771366305890113,0.013828703093310593,0.07340356558866763,0.03775685306812387,0.07714343963172253,0.21973745524803634,-0.016530212393448287,0.3711833543659729,0.26452678426542986,0.098866128272802,0.008073870829276518,0.17049950846895037,0.00292636981597763,0.051645432281786315,0.08310135206903461,0.05831431471527723,0.05008518012042194,0.21196105916104352
AIZ,0.08655840824885408,0.47787648092611795,0.18113134189216656,KR,0.036422143072725614,Assurant,Financials,Multi-line Insurance,AIZ,IFF,AKAM,HRL,CCI,LLY,NLOK,DPZ,CNC,PRGO,0.10010800291184807,0.23318423775967856,0.0017847670798827207,0.05969035490376386,0.11934033057493985,0.278549109088709,0.06453715513851277,0.04483726377055928,0.23850663968627756,0.14749728392673314,0.010574092268928793,0.034683003561692974,0.1388514467993615,0.25459232339274457,0.0838501657443422,0.04421850308815734,0.09062777524421313,0.1348231871162809,0.04132896514581542,0.26820146269905165,0.2146017218831088,0.11266056143081112,0.006971026092196327,0.002716631556023044
T,-0.1711238554399228,0.34416884356885513,-0.4972090258532871,DPZ,0.17153035881127712,AT&T Inc.,Communication Services,Integrated Telecommunication Services,T,AMAT,NSC,MCHP,INFO,ADM,JNJ,CSX,LH,EW,0.04500720741865634,0.3150858079026856,0.2582911960829823,0.009615612710867768,0.00847725579524471,0.0535927655500136,0.09338721633448296,0.11633345886478759,0.2583988524922268,0.0008785812183008758,0.07591272648758636,0.1251123344635069,0.2050775270470943,0.46542739718514425,0.013721112321919261,0.3093781689403048,0.12929258828521226,0.2674811299419307,0.009900534088200864,0.03506444990628337,0.05872430085414665,0.1560181181183783,0.019879118510194794,0.0005404790334291556
ATO,-0.1372664642027154,0.40148593622965406,-0.34189607110969283,VNT,0.03967131085254612,Atmos Energy,Utilities,Gas Utilities,ATO,GM,INFO,DOW,J,ECL,HON,MU,PSA,CE,0.0480798773144509,0.3425746648552747,0.2054154229716336,0.013933774165066151,0.1352133537226285,0.02869335612898628,0.2219007815765043,0.019154979299881646,0.08336557623061482,0.013111103063804455,0.2456834728429213,0.03352817999795889,0.13029676105923527,0.3924467312033843,0.008539685993145738,0.1092731785172656,0.05210825358213785,0.04676955403640105,0.249806751862598,0.025395980978466067,0.1376212720935574,0.22724685801765773,0.10926185823759389,0.03397660668117672
ADSK,0.49459906892505173,0.48782248791761207,1.013891489579267,KR,0.14282474833866682,Autodesk Inc.,Information Technology,Application Software,ADSK,BDX,PNW,FOX,VTRS,SRE,DAL,MTB,EIX,LMT,-0.014156712437250476,0.31255162715199064,0.09057207753957829,0.22106539319741303,0.13787023936106244,0.05203640292828763,0.2062609020822521,0.05246095203594179,0.007867601530801759,0.015056637819170013,0.006061792694977109,0.21074800081051592,0.06515850520452024,0.34752588256524786,0.30363599665277663,0.12145921630943739,0.18966611298771155,0.023325468646611582,0.06936514780809368,0.06662067621689327,0.015208822960713497,0.02907617896865551,0.09964312088023897,0.08199925856886796
ADP,-0.01763584047818229,0.4329669844756187,-0.04073252952425845,VNT,0.07251306168537319,Automatic Data Processing,Information Technology,Data Processing & Outsourced Services,ADP,CCI,SJM,CHD,LLY,AMGN,AMZN,TSCO,EBAY,EA,0.1569146349552194,0.24797253529086202,0.015534188758080632,0.006829765051743705,0.25443345281812463,0.1721276810074439,0.015558048785208297,0.05368742722337002,0.05392781415593801,0.0666705602066075,0.18441840710386026,0.17681265488962308,0.2679171975599153,0.28338233247425504,0.012537211680058922,0.007771702511735793,0.004330139902363081,0.016507145093296937,0.031911392846866456,0.033767559001943004,0.3040016483793528,0.2286380536630473,0.1921836772577712,0.16835146966356446
AZO,0.009558960326613544,0.4067028750675038,0.023503547460850788,VNT,0.03403136345369887,AutoZone Inc,Consumer Discretionary,Specialty Stores,AZO,CBOE,TAP,BXP,CTXS,ATO,WFC,BAX,UDR,ESS,-0.0084720923567888,0.2962459464936164,0.11538883936632965,0.12238549648586534,0.007147580244978763,0.06403689345502211,0.26185694994240244,0.07130952628492888,0.012805252967338815,0.2762466035622468,0.03456126419547601,0.034261593495411226,0.005086160054212722,0.32300566396956065,0.2885283795009278,0.06696904464703256,0.037831034300027086,0.03310423308120003,0.29542691007169086,0.0165010946248098,0.03475491103989578,0.007521064157298204,0.1701703331798247,0.049192995397293354
AVB,-0.17535612062256287,0.49029930958539125,-0.35765116775475,KR,0.07081386561476878,AvalonBay Communities,Real Estate,Residential REITs,AVB,TT,PAYC,EMN,KEYS,BF-B,LEN,DLTR,CAT,VAR,0.12225020950278534,0.3345699552434823,0.08481735230445508,0.15632868922060647,0.001652345759525665,0.0023059865852047704,0.13000983688838566,0.1652991555327526,0.022379199514764123,0.15175489740746148,0.15506882448786904,0.13038371229897508,0.1921219508049728,0.373306404154767,0.011074739337666705,0.25022455179405345,0.1226267986067571,0.027432708968023845,0.2154657556144989,3.328928707455103e-05,0.08124908470255664,0.05267214347621785,0.07035310992557067,0.16886781828758027
AVY,0.20320372816256008,0.4663077670776445,0.43577169952806044,NFLX,0.09920541295448207,Avery Dennison Corp,Materials,Paper Packaging,AVY,NLOK,CLX,ATO,HII,DXCM,EVRG,K,KMB,CBOE,0.07438915715809384,0.23414611680164316,0.04212143754028373,0.22783509866183743,0.19586167073908284,0.024454182346355685,0.0013880521199355622,0.0523209045864016,0.02219854280325312,0.20189824994384967,0.10625334301914395,0.12566851823985634,0.14146169056502775,0.263478639753897,0.034410302059878065,0.18367071936002743,0.26431570908806895,0.11800304891057227,0.010533096707443715,0.2425884566254747,0.012148386183954604,0.053215335849763595,0.0043468019792093976,0.07676814323560716
BKR,0.008224959018353647,0.6795599190497204,0.012103360995532556,CLX,0.05825041992642319,Baker Hughes Co,Energy,Oil & Gas Equipment & Services,BKR,TSCO,ATVI,ROL,MKTX,LLY,PGR,ADBE,CHD,SPGI,0.22478637777579646,0.2783710621496662,0.003536516797534124,0.26749744938706066,0.08296895084364991,0.07753456797039618,0.06146008125601869,0.08330840253452378,0.07079378135088278,0.011075736902905357,0.3184265827094546,0.023397930247573893,0.2772759547074737,0.2942863308530255,0.023007829224846753,0.2777064709150174,0.14819046053256227,0.24803347427576575,0.01722494993078164,0.0846039755607269,0.063079683978297,0.06381223114254082,0.0357238038158742,0.03861712062358734
BLL,0.3317430438477268,0.38158839585646304,0.869374036134249,VNT,0.03332619359353719,Ball Corp,Materials,Metal & Glass Containers,BLL,FOX,MTB,C,AMT,BA,FOXA,COG,JNPR,HES,0.025477345150172297,0.34167504936700277,0.17478647890475166,0.09189888297778513,0.014984520178946744,0.03413573260852221,0.20919599427918564,0.0013139263425473752,0.15992035815995262,0.13905072004867877,0.15074244009194193,0.023970946407687946,0.06495722633442233,0.38557847832479325,0.3992542053187056,0.02710980123133396,0.007586298898747811,0.23422237298430498,0.0163848811555848,0.02426199045850766,0.053666671998184735,0.1330204356759775,0.07479488710017473,0.029698455178478286
BAC,-0.014546289242792347,0.5645524559521683,-0.025766054313338744,CLX,0.04006227055997593,Bank of America Corp,Financials,Diversified Banks,BAC,PYPL,ETSY,NOW,PGR,ABMD,KMB,BIIB,TMUS,SPGI,0.27043562023746937,0.29580118504077035,0.07530391447449947,0.016820657438825617,0.05838161273747816,0.026747858447807454,0.14776736464459217,0.13481920513992188,0.24636222072877864,0.02478965267178922,0.18336027241118794,0.08564724130511937,0.647325508894828,0.3605489696792343,0.09321077145597821,0.030869289948975018,0.27219710346063075,0.03337912225844083,0.07091440580862617,0.3120639765294328,0.07206316648958905,0.01834498992034461,0.07992936922771131,0.017027804900271167
BK,-0.059166627076353624,0.47373139726612,-0.12489488224297829,CLX,0.05946647340977248,The Bank of New York Mellon,Financials,Asset Management & Custody Banks,BK,CHRW,ABT,ABC,CTLT,COST,CRM,BIIB,TMO,CDNS,0.18335323306524165,0.2645707955665058,0.008240222877783756,0.3387657624996169,0.012446531785543107,0.022678918945654887,0.10512665475325438,0.33571312693717675,0.06994872109228757,0.010954759412616668,0.08359141684946224,0.012533884846603763,0.2889264489493778,0.31719160391291,0.01610966929805661,0.1689534169216313,0.05693632874779615,0.056115317903790686,0.26031668376557704,0.07193645815175786,0.006624985984683388,0.013195318571574372,0.22843534021796794,0.12137648043716477
BAX,-0.03331510059338811,0.35876232582961837,-0.09286120139941882,VNT,-0.09883931165669362,Baxter International Inc.,Health Care,Health Care Equipment,BAX,CBRE,FITB,V,PFE,LYV,HRL,HLT,UAA,DRI,-0.0061654323509986245,0.3078620739326164,0.19364665800222963,0.007736595907660091,0.001997516085684082,0.02275967584538894,0.17696571035438494,0.06647938834293461,0.20442388445545806,0.20799794310831074,0.10342807258392218,0.014564555314026806,0.03300084744570085,0.4217091608517974,0.09154816080513249,0.0010437276703433194,0.23892283519696508,0.19858939407367251,0.1010611930539943,0.03962125075325235,0.15877166126823114,0.004203672133914819,0.0026407835365669743,0.1635973215079271
BDX,-0.011768174156859525,0.35363955436711664,-0.03327731304808418,CARR,-0.11180306111809428,Becton Dickinson,Health Care,Health Care Equipment,BDX,EXR,FCX,CTVA,ADSK,BBY,ETN,PKG,CTXS,TXN,0.10484733586668278,0.29650800335388383,0.20337386833040053,0.21931740242961348,0.009029324964055813,0.12196940676281572,0.01960025115307204,0.006565648822320168,0.08212859160559953,0.10745310826032252,0.21596083423103876,0.01460156344076153,0.36541194418605716,0.4667253711847305,0.016965549283907574,0.046761101357136646,0.3765422795042025,0.10209312199575911,0.2716798280642235,0.008215506150561753,0.10565577988890787,0.06414689250382474,0.0028954669521589365,0.005044474299317385
BRK-B,0.03229543686216049,0.3355823647687006,0.09623699053560233,NEM,0.1682788882750462,Berkshire Hathaway,Financials,Multi-Sector Holdings,BRK-B,AKAM,HRL,IFF,CNC,MKTX,CCI,FTNT,EQIX,PRGO,0.041775779990303095,0.2698076348271967,0.1893633196973799,0.25036810834697426,0.2313617417151476,0.15814430221328818,0.03300434744824068,0.013177254868587021,0.02474411810392438,0.031759101779856,0.03007189545440369,0.03800581037219818,0.12514528704323716,0.3237188255049753,0.08085428142644989,0.16424025312083382,0.002964094484469251,0.06494680475892116,0.02477483821100898,0.22256598951812584,0.05903006699110973,0.15792165437971034,0.21557918467127593,0.007122832438095108
BBY,0.2997141086058072,0.4991002974098716,0.6005087758136031,VNT,0.1636819238048324,Best Buy Co. Inc.,Consumer Discretionary,Computer & Electronics Retail,BBY,BDX,EIX,TSN,APA,UAL,RL,SPG,SLB,BA,-0.07246168705317449,0.3882282714706837,0.1091657372082812,0.20836105786519604,0.23841554015264382,0.24518997268951512,0.008365843068091877,0.08532023021710752,0.012787255641159689,0.0005797515681467914,0.06513272647417197,0.026681885115686105,-0.006725711090068882,0.4321290089798228,0.2973289342143423,0.15192879292232903,0.16898691638141872,0.07321519304401632,0.09305928616528576,0.017936561230897458,0.13328238833408665,0.013434922522926674,0.005012782347738593,0.04581422283695842
